Time UTC,Conductivity (S/m),Density (kg/m3),Practical Salinity (psu),Pressure (decibar),Temperature (C),Turbidity (NTU),Chlorophyll (ug/l),Oxygen Concentration Corrected (ml/l)
2020-07-18T14,3.166519278,1020.273945,26.86043691,7.010427778,12.19676306,0.291872222,1.725972222,4.703757439
2020-07-18T15,3.161451208,1020.026301,26.60901399,6.498594835,12.48285421,0.289558456,1.867953346,4.827593991
2020-07-18T16,3.181088028,1020.321854,26.94434943,6.210252778,12.27180889,0.226075,1.477430556,4.770308969
2020-07-18T17,3.179700305,1020.151095,26.77825915,6.061724521,12.49865176,0.251524577,1.393779506,4.935017655
2020-07-18T18,3.140651722,1019.326604,25.88850222,6.00645,13.25337889,0.314269444,1.760625,5.293051577
2020-07-18T19,3.155983194,1020.165517,26.73488475,6.215533333,12.23866806,0.310022222,1.429236111,4.933354308
2020-07-18T20,3.196641877,1020.80895,27.4553217,6.879850042,11.76914746,0.328861427,1.133157456,4.725399239
2020-07-18T21,3.227513222,1021.372606,28.07992786,7.637791667,11.32815611,0.266888889,1.099652778,4.476912582
2020-07-18T22,3.255411941,1021.663219,28.42767658,8.300916412,11.22425354,0.272302138,0.867883921,4.489437562
2020-07-18T23,3.270794861,1021.825212,28.62076821,8.807597222,11.16668639,3.127938889,11.124722222,4.502564666
2020-07-19T00,3.263231602,1021.744466,28.52243736,9.05101083,11.19912358,0.268964177,23.423424049,4.486717236
2020-07-19T01,3.26514225,1021.74444,28.52651067,9.042797222,11.21761556,0.287763889,0.870555556,4.481171201
2020-07-19T02,3.246591667,1021.109207,27.85388785,8.906080556,11.87007556,0.331125,1.318472222,4.823580194
2020-07-19T03,3.218611108,1020.581089,27.27172612,8.749633435,12.30317217,0.323215773,1.79790336,4.932231978
2020-07-19T04,3.23587175,1020.940287,27.66404745,8.649608333,11.98846389,0.322036111,1.701875,4.789389728
2020-07-19T05,3.247224493,1021.527176,28.27229064,8.655581783,11.32400389,0.39580672,1.564634824,4.472216453
2020-07-19T06,3.246558972,1021.368748,28.11325429,8.705422222,11.52757083,0.267177778,1.604652778,4.545209781
2020-07-19T07,3.199740694,1020.463831,27.11504364,8.810475,12.28029556,0.259538889,2.320833333,4.862992742
2020-07-19T08,3.185615329,1020.694995,27.31038872,8.917600666,11.83014663,0.256520411,6.244793113,4.715580953
2020-07-19T09,3.229576667,1021.336861,28.04188435,9.078430556,11.40307889,0.242861111,82.880902778,4.554925642
2020-07-19T10,3.250513385,1021.635782,28.3855521,9.19130797,11.21704693,0.393846154,52.130727576,4.497034504
2020-07-19T11,3.236923722,1021.448697,28.16959378,9.06715,11.32814333,0.268219444,1.914513889,4.480484822
2020-07-19T12,3.228008164,1021.309492,28.01368713,8.64735629,11.42288809,5.296481533,1.159053041,4.427297468
2020-07-19T13,3.168987667,1019.970091,26.56566574,8.038833333,12.64655444,0.304569444,2.004861111,4.96359167
2020-07-19T14,3.126457111,1018.956204,25.49450174,7.343705556,13.64357111,0.363427778,2.435347222,5.423785378
2020-07-19T15,3.122466426,1018.732895,25.27615134,6.687150791,13.91886837,0.413354624,9.641766176,5.609146689
2020-07-19T16,3.142158278,1019.108547,25.68202452,6.196925,13.57483111,0.314575,11.208611111,5.449709391
2020-07-19T17,3.182821577,1020.059501,26.69540685,5.920638711,12.65082088,0.258483755,5.593307415,5.054900308
2020-07-19T18,3.199196556,1020.544058,27.20496442,5.857852778,12.14661278,0.253733333,1.365347222,4.93872167
2020-07-19T19,3.178874729,1020.368261,26.98645726,5.82272702,12.18362899,0.293915579,1.314357123,4.99394717
2020-07-19T20,3.218034111,1021.20648,27.90015688,6.268358333,11.44753778,0.299872222,1.071388889,4.624553972
2020-07-19T21,3.227431861,1021.381549,28.09119079,7.105127778,11.31234167,0.309602778,1.568958333,4.543652444
2020-07-19T22,3.253085809,1021.721196,28.48284335,7.886284365,11.12379339,0.263965565,0.784296029,4.442301111
2020-07-19T23,3.269180556,1021.897336,28.6910005,8.567680556,11.05641444,0.252347222,1.077638889,4.439898505
2020-07-20T00,3.277722716,1022.012019,28.82247328,9.022627048,10.99423688,0.279902805,49.718272702,4.434295141
2020-07-20T01,3.263331194,1021.866513,28.64488404,9.147647222,11.04239333,0.236902778,14.220208333,4.393009032
2020-07-20T02,3.27750697,1021.763244,28.57177645,9.081838378,11.31387615,0.291641211,0.977506248,4.609394802
2020-07-20T03,3.249179917,1020.966682,27.72028633,8.888422222,12.08902528,0.355877778,1.862569444,4.969625083
2020-07-20T04,3.212436944,1020.127238,26.81762965,8.712238889,12.86475639,0.339586111,2.889861111,5.343541532
2020-07-20T05,3.233552013,1020.871301,27.59108029,8.64073313,12.05825104,0.849736184,2.857608998,4.890391036
2020-07-20T06,3.245122222,1021.545405,28.28614752,8.647363889,11.27975722,0.252941667,1.846458333,4.497381341
2020-07-20T07,3.239882227,1021.255967,27.9858921,8.71973063,11.61025271,0.252241044,2.001527354,4.661570622
2020-07-20T08,3.217439611,1021.121435,27.80218967,8.813544444,11.56759444,0.237705556,1.961388889,4.648054776
2020-07-20T09,3.225923417,1021.422132,28.1200805,8.955875,11.25527056,0.235994444,1.622638889,4.515224134
2020-07-20T10,3.267361816,1022.087245,28.87610137,9.17092752,10.79770286,0.231027492,1.010136073,4.326466073
2020-07-20T11,3.262312111,1022.029741,28.8070044,9.244233333,10.82260444,0.287119444,1.033125,4.297243897
2020-07-20T12,3.248517134,1021.818207,28.56548188,9.019683421,10.95939267,0.210608164,1.051305193,4.353889284
2020-07-20T13,3.230967583,1021.354404,28.06690303,8.519433333,11.39561306,0.361236111,1.275347222,4.522946495
2020-07-20T14,3.208271452,1020.618737,27.29076179,7.835523466,12.1489278,0.375356845,1.727297973,4.867976408
2020-07-20T15,3.189625167,1020.070963,26.71471026,7.083911111,12.70287444,0.295972222,1.821527778,5.240928218
2020-07-20T16,3.189913611,1019.984957,26.63497165,6.414911111,12.82012111,0.276497222,3.640902778,5.357233443
2020-07-20T17,3.189892363,1019.901502,26.55621442,5.96490697,12.93242238,0.293035268,1.963274091,5.410011372
2020-07-20T18,3.212701389,1020.472378,27.16607193,5.771433333,12.37688778,0.233636111,1.712083333,5.169805691
2020-07-20T19,3.213670342,1021.05766,27.74506519,5.715323521,11.59812747,0.271121911,1.279644543,4.836376195
2020-07-20T20,3.218031,1021.404029,28.1001134,5.751725,11.18405861,0.254441667,41.154375,4.570737335
2020-07-20T21,3.249374257,1021.722477,28.48293826,6.449697306,11.07783671,0.299961122,21.788808664,4.519278202
2020-07-20T22,3.254580083,1021.854377,28.62266594,7.332436111,10.96271472,0.268191667,28.016041667,4.425070701
2020-07-20T23,3.268241333,1021.992048,28.78652582,8.131105556,10.92273917,0.241977778,22.971111111,4.402009239
2020-07-21T00,3.279992113,1022.106782,28.92395357,8.796406554,10.89342016,0.255792835,5.718342127,4.404934464
2020-07-21T01,3.280601167,1022.116583,28.93335824,9.176844444,10.88889583,0.576669444,6.183402778,4.397881249
2020-07-21T02,3.276775229,1022.029452,28.83731346,9.183918356,10.96350403,0.26166065,0.942585393,4.422908912
2020-07-21T03,3.2833115,1021.971653,28.79399839,9.003641667,11.10100361,0.319041667,1.004722222,4.501650294
2020-07-21T04,3.230566861,1020.281787,27.00731368,8.777597222,12.8267525,0.415516667,2.692083333,5.359168465
2020-07-21T05,3.234117079,1020.134712,26.87298187,8.608386559,13.0587895,0.332243821,3.05019439,5.367840557
2020-07-21T06,3.244160333,1020.769852,27.51710507,8.582213889,12.30066861,0.279530556,2.86125,4.916399533
2020-07-21T07,3.257150958,1021.627744,28.39506871,8.616256595,11.29052791,328.6371628,1.756178839,4.431133264
2020-07-21T08,3.231189361,1021.426825,28.13708563,8.708344444,11.29843222,0.238555556,1.693958333,4.486968095
2020-07-21T09,3.225863399,1021.540002,28.23899614,8.794495973,11.09903277,0.211160789,2.400305471,4.391910127
2020-07-21T10,3.252169083,1022.14869,28.90744996,9.014847222,10.56951472,0.200547222,3.521597222,4.184218916
2020-07-21T11,3.259573222,1022.162854,28.93601708,9.261563889,10.62501667,0.216844444,1.346875,4.234823416
2020-07-21T12,3.261556012,1022.420552,29.20207874,9.28201333,10.31574951,0.194507081,3.748889197,4.056436372
2020-07-21T13,3.261688222,1022.148294,28.92705224,8.941805556,10.66243389,0.211955556,0.764722222,4.218000732
2020-07-21T14,3.219228909,1020.91893,27.60873419,8.376500972,11.85647487,0.350944182,1.463621216,4.729898536
2020-07-21T15,3.188793278,1019.978474,26.62079434,7.627280556,12.82547083,0.3401,1.773958333,5.224347204
2020-07-21T16,3.200694557,1020.058325,26.72908323,6.861374618,12.82752069,0.272743682,1.609483477,5.317925663
2020-07-21T17,3.206588306,1019.937927,26.62929971,6.216605556,13.04696806,0.285636111,1.614166667,5.450358347
2020-07-21T18,3.221493722,1020.048724,26.77327292,5.825194444,13.03872639,0.231541667,1.766597222,5.397080297
2020-07-21T19,3.236937323,1020.937169,27.6788702,5.692302138,11.98925271,0.215576229,1.271105249,4.956193477
2020-07-21T20,3.221330417,1021.129676,27.83430615,5.640030556,11.57810722,0.268652778,0.951736111,4.765114581
2020-07-21T21,3.24200175,1021.769491,28.5173354,5.890558178,10.94178867,0.2594807,0.787281311,4.424835969
2020-07-21T22,3.253995444,1021.88901,28.65893109,6.7741,10.90905528,0.285894444,0.791458333,4.419618565
2020-07-21T23,3.261184116,1022.060065,28.84262295,7.670852541,10.76383782,0.257178562,0.790613718,4.313546062
2020-07-22T00,3.273136583,1022.155848,28.9608078,8.460305556,10.76197139,0.247769444,1.103958333,4.318944249
2020-07-22T01,3.277802722,1022.210853,29.02348123,9.045094444,10.74022861,0.270047222,1.033055556,4.312933164
2020-07-22T02,3.269905137,1022.11374,28.90745846,9.309836157,10.78901583,0.216467648,0.997500694,4.290047534
2020-07-22T03,3.278405444,1022.174252,28.98683558,9.229297222,10.7939575,0.279036111,0.905,4.325563002
2020-07-22T04,3.25726451,1021.470874,28.2366418,8.966028881,11.49851014,0.372160511,1.590322133,4.649385063
2020-07-22T05,3.245685861,1020.874499,27.62188675,8.695913889,12.17471028,0.348147222,2.301180556,4.90327259
2020-07-22T06,3.237461556,1020.309119,27.04989681,8.557686111,12.85315222,0.291475,3.035972222,5.128746882
2020-07-22T07,3.245962677,1020.603163,27.35610519,8.53157734,12.53789142,0.268300472,2.910302694,4.959731166
2020-07-22T08,3.258148528,1021.364055,28.13495142,8.568486111,11.64675583,0.214672222,2.109097222,4.597385251
2020-07-22T09,3.23750697,1021.455666,28.18015445,8.659161344,11.32290725,0.229691752,1.754790336,4.440854202
2020-07-22T10,3.246373889,1022.193567,28.9425629,8.760341667,10.45424361,0.180108333,1.101319444,4.057054225
2020-07-22T11,3.26106451,1022.344485,29.12466921,9.034640378,10.40625021,10.59133296,0.919813941,4.08466902
2020-07-22T12,3.261025889,1022.406187,29.18641295,9.255808333,10.32853833,0.215436111,0.927152778,4.069628022
2020-07-22T13,3.26125575,1022.405021,29.18589739,9.221061111,10.33218139,0.256255556,0.812013889,4.054408617
2020-07-22T14,3.25962952,1022.272541,29.04970958,8.805812274,10.48294307,0.21599278,0.7715218,4.094062973
2020-07-22T15,3.228819833,1020.819676,27.53493792,8.191411111,12.08594,0.32235,1.615138889,4.922689385
2020-07-22T16,3.227197751,1019.983863,26.71715131,7.420208275,13.19174729,0.321949458,1.731671758,5.443408849
2020-07-22T17,3.247373639,1019.699942,26.49565583,6.676925,13.77331111,0.297013889,1.479861111,5.656174327
2020-07-22T18,3.256412941,1019.605063,26.42959541,6.101491252,13.98792419,0.265062483,1.427103582,5.726486405
2020-07-22T19,3.266344444,1019.907703,26.74458698,5.809225,13.66656111,0.224744444,1.385694444,5.548981638
2020-07-22T20,3.255446583,1020.810017,27.59418085,5.764655556,12.337895,0.233827778,1.057569444,5.069654085
2020-07-22T21,3.238607054,1021.261882,28.00408169,5.702382671,11.57460872,0.236828659,1.017286865,4.685822457
2020-07-22T22,3.255590278,1021.941678,28.718105,6.2098,10.85353833,0.2615,0.871041667,4.365283194
2020-07-22T23,3.252086559,1021.959619,28.72452866,7.136548181,10.80111108,0.278769786,0.994376562,4.341706049
2020-07-23T00,3.2442855,1021.968969,28.71341969,8.038266667,10.71753861,0.244622222,0.927430556,4.29961819
2020-07-23T01,3.274323472,1022.216697,29.02354011,8.753691667,10.69731028,0.232480556,0.9725,4.286555218
2020-07-23T02,3.278171397,1022.267955,29.08120115,9.24465704,10.67203194,0.26921133,1.012704804,4.258012343
2020-07-23T03,3.275637167,1022.180085,28.98653223,9.319180556,10.75997472,0.245466667,1.002222222,4.284246294
2020-07-23T04,3.278687337,1022.238119,29.05247455,9.147292419,10.71456873,0.273843377,0.95209664,4.250314705
2020-07-23T05,3.267559694,1021.083305,27.87780258,8.848019444,12.11365083,0.506675,2.000347222,4.885967869
2020-07-23T06,3.263505276,1020.709258,27.49950197,8.55912802,12.56520161,0.314765343,2.334073868,5.076836402
2020-07-23T07,3.259965917,1020.682745,27.46636186,8.40105,12.56586944,0.263227778,2.398125,5.072115409
2020-07-23T08,3.266335806,1020.669117,27.46882139,8.355427778,12.64749167,0.232983333,2.492152778,5.076164251
2020-07-23T09,3.266956484,1021.500393,28.28976792,8.390619272,11.55055929,0.195867814,1.573451819,4.568099485
2020-07-23T10,3.227768972,1021.500387,28.20552708,8.439805556,11.16853861,0.215094444,1.452430556,4.436432863
2020-07-23T11,3.254339239,1022.37454,29.14384114,8.570658151,10.29975757,0.182729797,0.863926687,4.016737762
2020-07-23T12,3.257065222,1022.438588,29.21297203,8.929141667,10.24681722,0.205713889,0.815694444,4.034420257
2020-07-23T13,3.257483643,1022.504533,29.28012738,9.151496806,10.16845598,0.266653707,0.917661761,4.003324352
2020-07-23T14,3.258375694,1022.4802,29.25754698,9.054383333,10.20755861,0.180622222,0.749513889,4.000600037
2020-07-23T15,3.258397222,1022.136861,28.91290424,8.615802778,10.64879972,0.260752778,0.880138889,4.21225378
2020-07-23T16,3.25170236,1020.897659,27.66204669,8.001932796,12.19867509,0.319164121,1.489863927,5.056338402
2020-07-23T17,3.259160556,1020.033581,26.84036984,7.253158333,13.43089139,0.3087,1.666736111,5.682954512
2020-07-23T18,3.277665065,1019.999615,26.85448365,6.595179117,13.6509664,0.252785337,1.482435435,5.840861121
2020-07-23T19,3.281269972,1019.912886,26.78219033,6.126505556,13.8013875,0.353519444,1.399305556,5.817147644
2020-07-23T20,3.287543778,1020.24247,27.11602461,5.934966667,13.41384444,0.218491667,1.328055556,5.611790683
2020-07-23T21,3.268511691,1021.085111,27.89222702,5.908808664,12.09747431,0.23624271,1.025548459,5.057596706
2020-07-23T22,3.252464139,1021.691337,28.46147328,5.883383333,11.14695,0.229675,0.964097222,4.535068973
2020-07-23T23,3.262035962,1022.018089,28.80694144,6.613690641,10.82038239,0.272385448,0.945084699,4.386585834
2020-07-24T00,3.26224825,1022.110429,28.8965383,7.526761111,10.708865,0.251841667,1.03125,4.327327813
2020-07-24T01,3.272454679,1022.25616,29.06137962,8.401757845,10.62683782,0.23422105,0.985073591,4.279583758
2020-07-24T02,3.276279,1022.340803,29.15222434,9.032719444,10.55959694,0.24935,1.023333333,4.233061337
2020-07-24T03,3.274865,1022.287147,29.09330436,9.357394444,10.61597778,0.218622222,0.982152778,4.239677277
2020-07-24T04,3.275365843,1022.277663,29.08495081,9.305348514,10.63264538,0.245351291,0.920855318,4.222083036
2020-07-24T05,3.282392917,1021.843236,28.66692965,9.046116667,11.26375611,0.403994444,1.230416667,4.462615629
2020-07-24T06,3.301277145,1020.441249,27.32570161,8.670222161,13.28881894,0.36465704,1.904748681,5.265452362
2020-07-24T07,3.303756694,1019.929143,26.84198287,8.345186111,14.00602472,0.307441667,2.056944444,5.510562516
2020-07-24T08,3.298204138,1019.832447,26.73728099,8.175240211,14.0847048,3.214509858,2.268397667,5.520431002
2020-07-24T09,3.293464972,1020.597976,27.46321141,8.11665,13.00216917,0.205647222,2.100486111,5.13816835
2020-07-24T10,3.276045111,1021.243886,28.0556631,8.141730556,11.97337861,0.212844444,1.479027778,4.708507047
2020-07-24T11,3.262239211,1021.813594,28.5960448,8.12400722,11.09806165,0.183151902,1.131560678,4.350150507
2020-07-24T12,3.262901306,1022.264061,29.04990682,8.344858333,10.52307778,0.189766667,0.798819444,4.106804826
2020-07-24T13,3.262098112,1022.390852,29.1755161,8.720247154,10.35566732,0.192371563,0.75631769,4.072061648
2020-07-24T14,3.263093917,1022.443392,29.23000195,8.95555,10.29992639,0.192291667,0.752986111,4.058562176
2020-07-24T15,3.266325639,1022.360028,29.15198699,8.896466667,10.43725583,0.173466667,0.680138889,4.101828573
2020-07-24T16,3.275731547,1022.089504,28.9015654,8.466223271,10.87584588,0.203773952,0.553179672,4.330416869
2020-07-24T17,3.286308972,1020.388882,27.24540242,7.858444444,13.21401111,0.260808333,0.908055556,5.397886885
2020-07-24T18,3.296264538,1019.489041,26.41235314,7.200544293,14.53446459,0.364843099,0.990280478,5.98744946
2020-07-24T19,3.311512,1019.733691,26.68307934,6.662136111,14.33824111,0.241463889,1.036736111,5.997372675
2020-07-24T20,3.296538128,1021.564951,28.4297431,6.332593724,11.74348459,0.535606776,0.822826993,4.730888116
2020-07-24T21,3.307944806,1021.162424,28.05545292,6.229802778,12.37763139,1.655225,1.092222222,5.066582081
2020-07-24T22,3.288769583,1021.197944,28.04707237,6.234619444,12.1460775,0.226838889,0.989027778,5.045913468
2020-07-24T23,3.272758789,1021.79242,28.60386196,6.319552902,11.21510636,0.236239933,0.802832547,4.5436044
2020-07-25T00,3.274563361,1021.974537,28.78701427,7.107627778,11.00134972,0.250286111,0.759236111,4.467029417
2020-07-25T01,3.27765965,1022.135675,28.95212025,7.983329631,10.82935407,0.24586226,0.762704804,4.366021044
2020-07-25T02,3.283020139,1022.277534,29.10338037,8.735786111,10.70427222,0.219244444,0.777777778,4.302627118
2020-07-25T03,3.285699111,1022.3376,29.16730927,9.275193002,10.6567148,0.225392946,0.902735351,4.275548344
2020-07-25T04,3.285760778,1022.262693,29.09063729,9.462255556,10.75378583,0.211230556,0.774444444,4.283324296
2020-07-25T05,3.295827028,1021.63661,28.48836709,9.293083333,11.66302,0.343511111,1.079861111,4.635734328
2020-07-25T06,3.322654513,1019.692231,26.66438942,8.922282699,14.51713052,0.458569842,2.472715912,5.82757926
2020-07-25T07,3.327000417,1018.973215,26.00270952,8.484766667,15.54907889,0.460319444,2.563194444,6.10003606
2020-07-25T08,3.320828409,1019.160305,26.16178072,8.148075535,15.2278506,0.332860317,2.260830325,5.849034291
2020-07-25T09,3.320721694,1019.479973,26.46118201,7.938455556,14.78217694,0.287233333,2.489236111,5.676115067
2020-07-25T10,3.315138323,1020.498941,27.4201075,7.835223549,13.34160678,0.261191336,2.169883366,5.184640703
2020-07-25T11,3.276030889,1021.007819,27.82465121,7.821827778,12.28461972,0.972441667,1.563819444,4.78281033
2020-07-25T12,3.269897139,1021.473,28.27187441,7.800772222,11.61237472,0.223022222,1.301597222,4.54008541
2020-07-25T13,3.273641044,1021.98908,28.79520632,8.07637323,10.97896418,0.211299639,0.896556512,4.308241921
2020-07-25T14,3.273042806,1021.966928,28.76978548,8.468841667,11.00385556,0.201194444,0.97125,4.346782149
2020-07-25T15,3.279509636,1022.208514,29.02625885,8.71474035,10.75815107,0.194659817,0.866981394,4.245979704
2020-07-25T16,3.282593778,1022.179609,29.00368354,8.679594444,10.82503222,0.184602778,0.762569444,4.279495549
2020-07-25T17,3.287050667,1022.097121,28.93169737,8.315072222,10.97221833,0.214166667,0.666805556,4.363615436
2020-07-25T18,3.310972036,1020.452627,27.36928172,7.805151347,13.36942988,0.265609553,1.070674813,5.51730722
2020-07-25T19,3.332106028,1018.609925,25.68817443,7.257711111,16.10106028,0.316233333,1.257361111,6.378186379
2020-07-25T20,3.348114191,1018.735231,25.84515111,6.808303249,16.06890447,0.298889197,1.225354068,6.380305489
2020-07-25T21,3.336701917,1019.555535,26.58220094,6.586302778,14.82506583,0.250083333,1.429513889,5.824277005
2020-07-25T22,3.329347681,1020.385939,27.34871423,6.583010275,13.61888753,0.254098861,1.44362677,5.501519572
2020-07-25T23,3.300896861,1020.916978,27.79684091,6.616883333,12.636605,0.248555556,1.329652778,5.09613324
2020-07-26T00,3.286448917,1021.649163,28.48749928,6.789852778,11.53620194,0.234888889,1.022013889,4.643637695
2020-07-26T01,3.295106387,1021.657449,28.51103913,7.530691475,11.61293446,0.267136906,3.163635101,4.69794638
2020-07-26T02,3.298377861,1021.840524,28.69754623,8.3232,11.41191972,0.221222222,1.155486111,4.567368422
2020-07-26T03,3.297095612,1022.083532,28.93557284,9.003810053,11.0902802,0.207867259,1.042974174,4.418570562
2020-07-26T04,3.296494972,1022.171653,29.02123321,9.414102778,10.97385722,0.26325,1.050972222,4.35867287
2020-07-26T05,3.297926965,1022.009362,28.86064145,9.439908359,11.19585643,0.209541794,1.014301583,4.415619292
2020-07-26T06,3.30495625,1021.6204,28.49012482,9.190363889,11.76801917,0.323275,1.019375,4.570895011
2020-07-26T07,3.336216167,1019.627845,26.63979854,8.753897222,14.734445,0.410311111,2.111666667,5.646972466
2020-07-26T08,3.321746793,1019.683755,26.65848826,8.266367676,14.51795835,0.339525132,2.300819217,5.645509835
2020-07-26T09,3.304701306,1021.569059,28.44280916,7.890761111,11.82322028,0.240333333,1.196041667,4.564759355
2020-07-26T10,3.300883394,1020.688741,27.56940087,7.62157734,12.94684116,0.257597889,1.629686198,4.97634941
2020-07-26T11,3.304002444,1020.579798,27.47137099,7.477727778,13.12156583,0.296688889,1.754861111,5.040039954
2020-07-26T12,3.277412139,1021.286644,28.10438884,7.417083333,11.92617806,0.240411111,1.287847222,4.624235955
2020-07-26T13,3.272336434,1021.811177,28.61687638,7.38253263,11.19243238,0.201621772,1.028880866,4.358868258
2020-07-26T14,3.274818,1021.863789,28.67332641,7.707369444,11.15001222,0.210880556,0.917777778,4.372880005
2020-07-26T15,3.275909497,1021.803963,28.6135193,8.128980839,11.24027992,0.206098306,0.98680922,4.463348865
2020-07-26T16,3.284997222,1022.083721,28.91299789,8.415561111,10.96962028,0.181555556,0.918194444,4.345702122
2020-07-26T17,3.288129881,1022.099819,28.93562075,8.463746182,10.97965704,0.186573174,0.778672591,4.353273962
2020-07-26T18,3.297733722,1021.696002,28.55429997,8.202733333,11.59451083,0.196525,0.758194444,4.629067805
2020-07-26T19,3.309400667,1020.578664,27.48322149,7.832777778,13.17919778,0.201552778,0.942708333,5.195198933
2020-07-26T20,3.315714857,1019.511205,26.48248931,7.439708414,14.69174479,0.217733963,0.922313246,5.738649108
2020-07-26T21,3.313961083,1019.473726,26.44211658,7.121977778,14.72248806,0.236130556,1.374166667,5.764571401
2020-07-26T22,3.316757067,1019.953299,26.90280692,7.003993335,14.08910358,0.222127187,2.007011941,5.66121617
2020-07-26T23,3.321759694,1020.50603,27.44351012,7.052488889,13.38739167,0.218094444,1.710138889,5.477331329
2020-07-27T00,3.311513024,1020.639785,27.55141236,7.134426548,13.11412247,0.258703138,2.041585671,5.317201713
2020-07-27T01,3.291231833,1020.520435,27.38664537,7.348641667,13.08133417,0.252955556,1.667569444,5.286805327
2020-07-27T02,3.295941417,1021.587111,28.44067081,7.991538889,11.71503111,0.231883333,1.051736111,4.650929096
2020-07-27T03,3.300681616,1021.638654,28.49944573,8.657009164,11.69775396,0.209141905,1.204179395,4.619339066
2020-07-27T04,3.303321278,1021.933856,28.79758775,9.1703,11.34363833,0.211052778,1.045347222,4.489402154
2020-07-27T05,3.305652235,1022.053135,28.9209847,9.468031102,11.21452791,0.305334629,1.018050542,4.431997071
2020-07-27T06,3.301859306,1021.812039,28.67159676,9.371077778,11.48792806,0.222472222,0.996736111,4.471472163
2020-07-27T07,3.309031547,1020.619972,27.51737415,9.026770342,13.12801722,0.274226604,1.234448764,4.980553035
2020-07-27T08,3.323666583,1019.061535,26.0851665,8.518377778,15.407585,0.3472,1.552916667,5.515459681
2020-07-27T09,3.300157861,1018.335571,25.35541436,7.979697222,16.20265306,0.338080556,2.038194444,5.859924938
2020-07-27T10,3.305688364,1019.861296,26.78600281,7.52959178,14.11296334,0.254434879,2.216606498,5.312225348
2020-07-27T11,3.305777778,1019.951327,26.87274242,7.229794444,13.9881975,0.245786111,2.176736111,5.232436067
2020-07-27T12,3.289063982,1020.502184,27.36380652,7.070866426,13.080614,0.232821438,1.592266037,4.910651955
2020-07-27T13,3.275462861,1020.694863,27.52081802,6.967972222,12.69260556,0.240302778,1.456944444,4.812535523
2020-07-27T14,3.270162444,1020.777458,27.58868435,6.950633333,12.52920417,0.247708333,1.404375,4.805163231
2020-07-27T15,3.284750903,1021.535161,28.3674979,7.346712024,11.67113385,0.22370175,1.005831713,4.564645909
2020-07-27T16,3.285389833,1021.552299,28.38378947,7.818827778,11.65763556,0.202855556,1.04,4.564985099
2020-07-27T17,3.296613246,1021.878546,28.73244403,8.171707859,11.34488587,0.191810608,0.932032769,4.489730811
2020-07-27T18,3.304667472,1021.984755,28.85529577,8.357177778,11.28666833,0.221280556,0.800694444,4.519526565
2020-07-27T19,3.299271869,1021.676937,28.53655444,8.269219661,11.63229908,0.195326298,0.751874479,4.599682191
2020-07-27T20,3.318262167,1020.796719,27.71633644,8.072658333,12.97664722,0.221461111,0.823472222,5.092536515
2020-07-27T21,3.309705417,1019.50849,26.46170606,7.798411111,14.63855889,0.239877778,0.986527778,5.551600631
2020-07-27T22,3.312917023,1020.271025,27.19405695,7.60462927,13.62361011,0.224176618,0.977297973,5.221686527
2020-07-27T23,3.312061833,1020.725315,27.63090845,7.54235,13.00384056,2.741825,1.081944444,5.078972521
2020-07-28T00,3.316088836,1020.403276,27.33580302,7.621616218,13.48444682,0.246578728,1.312066093,5.253168756
2020-07-28T01,3.307502722,1019.635654,26.58336598,7.765088889,14.45191889,0.244225,1.545416667,5.531807841
2020-07-28T02,3.299007887,1020.424619,27.30987412,7.93572341,13.28874313,0.228294918,1.222091086,5.146788354
2020-07-28T03,3.302496028,1020.398633,27.28876393,8.364991667,13.35612444,0.239272222,1.444652778,5.196440729
2020-07-28T04,3.29839225,1021.464038,28.32167873,8.912111111,11.90788333,0.203888889,1.106527778,4.63347564
2020-07-28T05,3.309052708,1021.803735,28.67896257,9.330072202,11.56777701,0.216278811,1.044293252,4.547926078
2020-07-28T06,3.317675889,1021.971832,28.8648474,9.499575,11.43473556,0.259558333,0.952638889,4.547319018
2020-07-28T07,3.307285226,1021.619781,28.49238472,9.296742572,11.78964593,0.220202721,0.960774785,4.545078046
2020-07-28T08,3.325566222,1020.506352,27.45059536,8.8735,13.44108667,0.255316667,1.273472222,5.105395831
2020-07-28T09,3.310758817,1018.585555,25.61126317,8.319539017,15.95207137,0.319050264,1.583240766,5.776836534
2020-07-28T10,3.300047722,1018.190281,25.22687465,7.726516667,16.41164611,0.295986111,1.679166667,5.790051978
2020-07-28T11,3.303839944,1019.466172,26.40963731,7.233597222,14.6383275,0.225527778,1.71125,5.28182257
2020-07-28T12,3.306291169,1019.672717,26.61122979,6.932527076,14.37397251,0.240749792,1.63711469,5.149976272
2020-07-28T13,3.295349111,1020.355394,27.23804169,6.743638889,13.337895,0.221819444,1.244722222,4.862833057
2020-07-28T14,3.256902333,1019.965563,26.77250206,6.644637601,13.49914774,0.238653152,1.253471258,5.004769239
2020-07-28T15,3.261224972,1020.207062,27.01528612,6.665152778,13.21167806,0.236863889,1.299097222,4.972063131
2020-07-28T16,3.285213917,1021.192992,28.0308451,7.116169444,12.12428667,0.214494444,1.021666667,4.67888872
2020-07-28T17,3.288071119,1021.348054,28.18745292,7.661149681,11.94993696,0.194806998,1.067134129,4.620558857
2020-07-28T18,3.29961025,1021.674563,28.53515884,8.113933333,11.63741333,0.177166667,0.962083333,4.546309611
