Time UTC,Conductivity (S/m),Density (kg/m3),Practical Salinity (psu),Pressure (decibar),Temperature (C),Turbidity (NTU),Chlorophyll (ug/l),Oxygen Concentration Corrected (ml/l)
2016-08-10T07,3.386542499,1022.344976,29.38792572,9.153611266,11.61286057,0.851857223,1.729831288,4.177809827
2016-08-10T08,3.422709556,1021.845838,28.97440122,8.731902778,12.586,1.222505556,3.1471875,4.909139513
2016-08-10T09,3.423657984,1021.80468,28.93687577,8.307817273,12.64509608,1.07566787,3.390683144,5.014613767
2016-08-10T10,3.402871639,1022.101318,29.18548831,7.977558333,12.06955917,0.780969444,2.243118056,4.454009199
2016-08-10T11,3.433960444,1021.642395,28.80368822,7.752997222,12.94681444,0.80315,3.060340278,5.06185663
2016-08-10T12,3.424613988,1021.753816,28.89183668,7.640152735,12.71601472,0.876378784,2.545091641,4.978194107
2016-08-10T13,3.382781745,1022.00736,29.05004538,7.612125,11.99845583,0.867741667,2.19425,4.467489057
2016-08-10T14,3.375447556,1021.989364,29.01599002,7.621375,11.95254528,0.822436111,2.400194444,4.455810262
2016-08-10T15,3.383116444,1022.300899,29.34235482,7.878638889,11.62956694,0.766363889,1.958583333,4.25330248
2016-08-10T16,3.383357048,1022.292748,29.33278339,8.289372222,11.64426833,0.747725,2.080520833,4.277510562
2016-08-10T17,3.384372596,1022.331913,29.3727642,8.59860478,11.6059672,0.682534742,2.394510839,4.279899845
2016-08-10T18,3.391504154,1022.511368,29.56716353,8.788508053,11.44776519,0.595377225,5.215096072,4.148104088
2016-08-10T19,3.390991739,1022.325011,29.3791644,8.797404729,11.67827399,0.640255911,7.904986092,4.305973868
2016-08-10T20,3.400672641,1022.377528,29.45289874,8.728780963,11.70257556,0.661472307,2.91699833,4.391579238
2016-08-10T21,3.458842238,1021.641315,28.85532032,8.600985837,13.18272424,0.891824493,1.750291586,5.515330274
2016-08-10T22,3.447602278,1021.636051,28.82399317,8.506733333,13.08485056,0.849869444,2.183347222,5.315960357
2016-08-10T23,3.441075472,1021.679852,28.85222459,8.466044444,12.96785444,0.815247222,2.476215278,5.203095858
2016-08-11T00,3.442987448,1021.740663,28.91613864,8.497484032,12.90769481,1.091332963,2.39340461,5.172848428
2016-08-11T01,3.41246449,1021.667282,28.77496469,8.621461111,12.71929806,0.956477778,2.295972222,5.071891217
2016-08-11T02,3.398456472,1021.507021,28.58641608,8.774697222,12.79921833,1.968499166,2.4463125,5.052179293
2016-08-11T03,3.397288364,1022.135203,29.20290631,8.973618439,11.97993224,0.726745349,1.84139128,4.5002196
2016-08-11T04,3.400646694,1022.257057,29.33000089,9.240036111,11.85757694,0.682497222,1.718458333,4.402558717
2016-08-11T05,3.405934271,1022.379866,29.46303913,9.466893285,11.75300139,0.684706046,1.916870995,4.30186324
2016-08-11T06,3.404922114,1022.331054,29.4118266,9.522030117,11.8055198,0.727716118,1.891668991,4.315810295
2016-08-11T07,3.403816699,1022.192735,29.27270604,9.324247222,11.96968944,0.710194444,1.768256944,4.392360954
2016-08-11T08,3.495059917,1020.452276,27.79892748,8.987097222,15.07163333,1.074408333,1.199326389,6.213673631
2016-08-11T09,3.505241917,1020.046153,27.44327959,8.559411275,15.70227048,0.920819217,1.825513746,6.286537546
2016-08-11T10,3.506029806,1019.861309,27.27513851,8.132333333,15.95550111,1.110358333,2.001826389,6.254367964
2016-08-11T11,3.503819083,1019.884745,27.29276997,7.791947222,15.90222111,0.950561111,2.0071875,6.163838499
2016-08-11T12,3.490136295,1020.421311,27.76206753,7.570552624,15.05953846,0.880883088,1.484184949,5.873234212
2016-08-11T13,3.460385528,1020.981729,28.22470312,7.472552778,14.04774444,0.845730556,5.02933844,5.369759048
2016-08-11T14,3.423090139,1021.296558,28.44389888,7.445211111,13.29479722,0.856686111,1.6869375,4.969510042
2016-08-11T15,3.411141901,1021.063209,28.18777566,7.506492641,13.48784004,0.903379617,1.702617329,5.122638005
2016-08-11T16,3.408899639,1021.745562,28.84901402,7.786038889,12.58272444,0.782991667,1.537833333,4.694975745
2016-08-11T17,3.409954972,1021.93119,29.03136677,8.193219444,12.35437111,0.708702778,1.537138889,4.577778406
2016-08-11T18,3.410557512,1022.167827,29.26607184,8.548328242,12.06050569,0.707828381,1.678658706,4.449557545
2016-08-11T19,3.411601306,1022.409805,29.50834838,8.785402778,11.76480528,0.618427778,1.503208333,4.293384722
2016-08-11T20,3.4133085,1022.387538,29.4894774,8.863125,11.80942389,0.776213889,1.845811209,4.344955023
2016-08-11T21,3.414516634,1022.210841,29.31599401,8.825967787,12.04408664,0.696078867,2.074254413,4.438283075
2016-08-11T22,3.455054472,1021.655169,28.85993564,8.756686111,13.13133833,0.735786111,1.1401875,5.127576076
2016-08-11T23,3.454455194,1021.632553,28.83524438,8.697069444,13.15358639,0.658358333,1.208659722,5.008002058
2016-08-12T00,3.44783524,1021.687083,28.87410599,8.67291308,13.02232824,0.515118023,1.415197167,4.877862352
2016-08-12T01,3.414698083,1022.173314,29.27965129,8.702358333,12.09269,0.556602778,1.223583333,4.299246034
2016-08-12T02,3.481515972,1021.184973,28.46480575,8.805933333,13.98283083,0.793508333,1.548506944,5.327435893
2016-08-12T03,3.46384832,1021.154716,28.39449579,8.925784504,13.8638892,0.662310469,7.253170875,5.32228062
2016-08-12T04,3.436521889,1020.776522,27.96579014,9.072466667,14.10943056,0.754694444,1.574298611,5.486520319
2016-08-12T05,3.412041479,1022.1965,29.29450523,9.269219444,12.04160583,0.628688889,36.873728814,4.38729609
2016-08-12T06,3.418504306,1022.148243,29.25973944,9.412243821,12.16425021,0.680894196,11.436212163,4.408987847
2016-08-12T07,3.420088167,1022.151087,29.26624366,9.397958333,12.17528333,0.85215,1.305340278,4.411345288
2016-08-12T08,3.4190225,1021.938256,29.05462149,9.176191667,12.43611833,0.688175,1.189881944,4.440178839
2016-08-12T09,3.428931158,1020.934988,28.10004143,8.808575396,13.8288742,0.790474868,1.16868231,5.219233866
2016-08-12T10,3.419922806,1021.592973,28.72123151,8.370644444,12.88483611,0.789944444,1.114597222,4.716249659
2016-08-12T11,3.422920194,1020.256212,27.441228,7.938797222,14.67100222,0.692094444,1.440694444,5.774071114
2016-08-12T12,3.418912635,1020.511347,27.67739403,7.571244099,14.29311275,1.008149079,0.843300472,5.541915997
2016-08-12T13,3.422806222,1021.230467,28.37805517,7.341061111,13.3764,0.562175,1.102576389,5.042295714
2016-08-12T14,3.410408389,1021.40698,28.52145497,7.258730556,13.03028167,0.709836111,1.464493056,4.793710377
2016-08-12T15,3.407841266,1021.013672,28.13310137,7.244904193,13.52038517,0.996503749,1.132366009,5.146871812
2016-08-12T16,3.387332222,1021.110835,28.18018987,7.323647222,13.20219639,1.006705556,1.071576389,5.004111991
2016-08-12T17,3.383050833,1021.635327,28.68253115,7.658561111,12.48117861,0.8492,1.338902778,4.609727948
2016-08-12T18,3.387902333,1021.855851,28.9085102,8.12005554,12.24398917,0.738564288,1.022160511,4.463310806
2016-08-12T19,3.392761,1022.104261,29.16390499,8.539961111,11.97413417,0.641652778,0.877590278,4.315926264
2016-08-12T20,3.407127833,1022.370255,29.45889023,8.840083333,11.77300306,0.641030556,1.226125,4.249249095
2016-08-12T21,3.408963649,1022.362099,29.45405793,8.981885587,11.80132769,0.691546793,0.989579284,4.29497739
2016-08-12T22,3.402088389,1022.197848,29.27523759,8.986622222,11.94489111,0.634547222,16.557652778,4.320569181
2016-08-12T23,3.413153306,1022.018289,29.1216881,8.940933333,12.277645,0.648236111,1.018756944,4.571285825
2016-08-13T00,3.409310997,1021.607353,28.70767854,8.878772563,12.76873507,0.655420716,2.119827826,4.864670738
2016-08-13T01,3.405038306,1021.472647,28.56617781,8.834872222,12.90312556,0.679555556,2.0535625,4.921383102
2016-08-13T02,3.407181944,1021.659926,28.75478785,8.826236111,12.68066556,0.664438889,1.633326389,4.762267723
2016-08-13T03,3.415429186,1021.452576,28.57158896,8.905579006,13.02928464,0.697658984,2.219139321,4.982000691
2016-08-13T04,3.400948917,1021.321122,28.40935127,9.030005556,13.06516,0.742325,1.204319444,5.005312506
2016-08-13T05,3.353119417,1020.850925,27.84101805,9.159527778,13.23598333,0.753766667,1.118972222,5.127973385
2016-08-13T06,3.383199528,1021.782968,28.82185597,9.287789503,12.30209664,0.629291863,0.944612608,4.541734794
2016-08-13T07,3.384855571,1022.20969,29.24794444,9.376088889,11.76940694,0.626497222,1.0153125,4.148093672
2016-08-13T08,3.384657326,1022.171376,29.20949231,9.331348346,11.81636364,0.639507923,1.092929644,4.148823898
2016-08-13T09,3.383942572,1022.018419,29.05670383,9.086378784,12.00343099,0.677198001,0.83601083,4.209486057
2016-08-13T10,3.386097972,1021.026675,28.09016037,8.690180556,13.31097861,0.894036111,1.175090278,4.995074635
2016-08-13T11,3.378488222,1020.555155,27.61860329,8.207461111,13.86095806,1.047091667,1.507472222,5.299260886
2016-08-13T12,3.3760193,1020.273062,27.34537491,7.741052485,14.2140797,0.818428214,1.502895029,5.417366145
2016-08-13T13,3.377013944,1020.5991,27.66146459,7.366222222,13.78439722,0.865888889,1.625743056,5.214022564
2016-08-13T14,3.37691575,1020.993844,28.04282366,7.159875,13.25779722,0.663375,2.888097222,4.857067647
2016-08-13T15,3.372179645,1021.388816,28.417822,7.093299084,12.69493613,0.870233269,1.077034157,4.63135193
2016-08-13T16,3.351435315,1021.088149,28.07647936,7.091297222,12.89315,0.897925,1.0420625,4.799223246
2016-08-13T17,3.336569222,1021.287975,28.23825314,7.217961111,12.49090111,0.827444444,0.930625,4.584184581
2016-08-13T18,3.362815162,1021.685189,28.68626711,7.648880866,12.22449847,0.817481255,0.848458761,4.464765387
2016-08-13T19,3.369854444,1021.720309,28.73410982,8.200475,12.24881222,0.693636111,0.940416667,4.502976453
2016-08-13T20,3.380366602,1022.20327,29.23511556,8.686136933,11.73213304,0.676404119,0.853597272,4.186064814
2016-08-13T21,3.394973535,1022.408007,29.46969735,9.038336573,11.61216801,0.590394335,0.856921688,4.098599291
2016-08-13T22,3.398153302,1022.471252,29.53930919,9.179924454,11.5632451,0.606841074,0.775097929,4.148963412
2016-08-13T23,3.391359405,1022.244932,29.29824473,9.160828008,11.78520145,0.657482634,0.816747708,4.234234645
2016-08-14T00,3.39173449,1021.6157,28.67604968,9.089003055,12.59605748,0.842038323,1.475263816,4.947885285
2016-08-14T01,3.380906528,1021.297356,28.33932835,8.991108333,12.90673306,0.853130556,1.818694444,5.146486045
2016-08-14T02,3.379744028,1021.486706,28.52265509,8.909305556,12.64852778,0.777827778,1.684972222,4.830389563
2016-08-14T03,3.37967659,1021.610497,28.64429898,8.894845876,12.48711275,0.653088031,1.496077478,4.658805642
2016-08-14T04,3.379908472,1021.71916,28.75207147,8.958125,12.34978972,0.736316667,1.243548611,4.549988791
2016-08-14T05,3.37045625,1021.203399,28.22345638,9.081780556,12.93223,0.920130556,4.056681514,5.018999341
2016-08-14T06,3.341081283,1021.088949,28.04470499,9.201235768,12.8078145,0.800641488,1.269189114,4.903913315
2016-08-14T07,3.360013622,1021.922156,28.90806305,9.326533222,11.90278482,0.639268835,0.914748401,4.313018312
2016-08-14T08,3.361107397,1022.079028,29.06601884,9.399555061,11.71158231,0.748851502,1.030165462,4.128040089
2016-08-14T09,3.361039572,1021.991497,28.9789746,9.319541794,11.82265954,0.601310747,2.247632469,4.178031712
2016-08-14T10,3.353997024,1021.510963,28.49075993,9.029510431,12.37953157,0.744781641,1.480382476,4.502482551
2016-08-14T11,3.335671306,1020.737642,27.69421473,8.584366667,13.22073056,0.796213889,2.305993056,5.236740516
2016-08-14T12,3.333263927,1020.559799,27.52090015,8.046367676,13.43739489,1.185420716,2.438197723,5.2953996
2016-08-14T13,3.286687663,1019.537483,26.43360194,7.542133333,14.38012722,1.186219444,3.973743056,6.22167278
2016-08-14T14,3.304655568,1020.09121,27.00439921,7.170469444,13.78680889,0.898825,4.169847222,5.687373581
2016-08-14T15,3.324272646,1020.673781,27.61160943,6.987181339,13.1857845,0.92389614,3.077853374,5.20162641
2016-08-14T16,3.325442972,1021.115399,28.04481398,6.949805556,12.61006028,0.940036111,2.079486111,4.822522612
2016-08-14T17,3.306671167,1020.842395,27.73501103,6.968452778,12.79289028,1.071125,2.123402778,5.034107539
2016-08-14T18,3.319634761,1021.219018,28.1327414,7.182663149,12.42100222,0.972685365,1.922549292,4.781849852
2016-08-14T19,3.345304972,1021.594937,28.55776838,7.753844444,12.17599556,0.921097222,1.484465278,4.576523267
2016-08-14T20,3.349367833,1021.765718,28.73328186,8.389583333,11.99744722,0.731930556,1.603666667,4.447015836
2016-08-14T21,3.377198163,1022.292084,29.31600616,8.926663884,11.59053784,0.705614914,1.28314552,4.169881405
2016-08-14T22,3.389653484,1022.449631,29.4990302,9.261775362,11.51062542,0.629397993,1.139855072,4.130287895
2016-08-14T23,3.377585981,1022.274795,29.29756087,9.357045897,11.61857246,0.594617524,1.222162726,4.184898344
2016-08-15T00,3.38384321,1021.955596,28.99442404,9.292840878,12.0862677,0.853665648,1.526194113,4.63207391
2016-08-15T01,3.358197167,1020.904166,27.90504002,9.142794444,13.21444917,1.331469444,3.3045,5.697567224
2016-08-15T02,3.353416306,1020.828535,27.82007348,9.008147222,13.26655944,0.947527778,3.264659722,5.65809935
2016-08-15T03,3.354187476,1020.880823,27.87369447,8.909908359,13.20493252,0.867075812,3.069105804,5.52351624
2016-08-15T04,3.359791444,1021.597661,28.58755701,8.8965,12.3165225,1.329691667,1.8553125,4.706047628
2016-08-15T05,3.355842417,1021.540214,28.52167274,8.967580556,12.35378611,0.886138889,1.586854167,4.716004973
2016-08-15T06,3.343189753,1021.32323,28.27911148,9.086592613,12.51761539,0.897845043,1.874652874,4.916862198
2016-08-15T07,3.33240375,1021.446589,28.37593049,9.203197222,12.25434778,0.761852778,1.535326389,4.65513943
2016-08-15T08,3.350178139,1021.864284,28.82842087,9.3654,11.88312722,0.694786111,1.525263889,4.388100473
2016-08-15T09,3.355716218,1021.878445,28.85408674,9.46070536,11.91787976,0.639147459,2.218467092,4.419366229
2016-08-15T10,3.348968222,1021.832633,28.79433751,9.345875,11.91215944,0.846027778,1.868027778,4.367148999
2016-08-15T11,3.337393306,1021.608342,28.55008257,8.980352778,12.09492167,0.952436111,2.182548611,4.495628794
2016-08-15T12,3.295113691,1020.337637,27.21253352,8.457050819,13.36967398,1.27122466,4.462274368,5.809583108
2016-08-15T13,3.302206139,1020.437938,27.32827548,7.859141667,13.29765528,1.240769444,4.162597222,5.603331917
2016-08-15T14,3.285646444,1020.068016,26.93570226,7.324380556,13.63802028,1.145188889,5.050729167,6.028252405
2016-08-15T15,3.280219745,1019.938303,26.80026377,6.965912247,13.76143544,1.25898917,5.993244932,6.199228429
2016-08-15T16,3.297475944,1020.443018,27.32742016,6.804908333,13.24089639,1.199194444,5.159597222,5.831603194
2016-08-15T17,3.304006833,1021.227942,28.10828584,6.7915,12.25634111,1.171183333,4.5176875,4.874629449
2016-08-15T18,3.290667787,1021.437133,28.28561705,6.818941961,11.8541769,1.159291863,2.049472369,4.5309502
2016-08-15T19,3.31824366,1021.849895,28.7546025,7.230144605,11.58474944,1.238965517,1.58740267,4.277533479
2016-08-15T20,3.342854972,1021.981009,28.93542977,7.942283333,11.65556556,1.043372222,1.759416667,4.335965448
2016-08-15T21,3.353388781,1022.136917,29.11092927,8.616709354,11.56014143,0.787761693,1.984291481,4.251563163
2016-08-15T22,3.36964231,1022.371846,29.37887843,9.137091723,11.41890632,0.696845638,1.719442114,4.119401648
2016-08-15T23,3.374399302,1022.418834,29.43488023,9.425291818,11.40615638,0.777176766,1.689227869,4.116113903
2016-08-16T00,3.364639289,1022.274831,29.26947801,9.424201167,11.49587969,0.849747152,2.1295985,4.184401235
2016-08-16T01,3.380310042,1022.242373,29.27180186,9.28523783,11.68588456,1.141443672,2.185751043,4.448213556
2016-08-16T02,3.355069528,1020.817456,27.81371899,9.045041667,13.29827778,1.330277778,6.249006944,6.434760289
2016-08-16T03,3.35202241,1020.322817,27.33043024,8.849802833,13.92885143,1.14534296,6.986587059,6.908720895
2016-08-16T04,3.362567083,1020.784219,27.79933651,8.782288889,13.41006222,1.039775,6.826083333,6.085196094
2016-08-16T05,3.361582111,1021.101376,28.1056478,8.815369444,12.98286444,0.983561111,5.855340278,5.70426415
2016-08-16T06,3.346831686,1021.712586,28.67301265,8.917803388,12.04493474,0.944412663,3.889794502,4.803799326
2016-08-16T07,3.330721018,1021.949838,28.87338386,9.001326105,11.58582763,0.788896302,2.800569919,4.317139534
2016-08-16T08,3.336500918,1022.371357,29.30823706,9.152743972,11.10368858,0.719004018,1.990700344,3.878049597
2016-08-16T09,3.359230113,1022.50024,29.48486644,9.397464462,11.15904845,0.729982594,1.566369307,3.906204375
2016-08-16T10,3.360739575,1022.531035,29.51857469,9.51271009,11.13521053,0.840366386,1.826432102,3.860257609
2016-08-16T11,3.354425111,1022.424567,29.39880915,9.317759287,11.20838039,0.704222883,1.805312036,3.91157485
2016-08-16T12,3.343737262,1022.216467,29.16960548,8.872484348,11.36969266,1.147800228,2.688666762,4.144289123
2016-08-16T13,3.314656238,1021.168402,28.06779974,8.280141706,12.44805724,1.79689636,7.271297583,5.480119822
2016-08-16T14,3.307263111,1020.906027,27.79558757,7.624708333,12.71773,1.456525,8.4289375,5.80689482
2016-08-16T15,3.317449097,1021.012625,27.92534874,7.089539017,12.67041933,1.304737573,8.646487087,5.727212245
2016-08-16T16,3.322248944,1021.014166,27.93925398,6.751016667,12.71220694,1.121213889,9.993201389,5.796498772
2016-08-16T17,3.333848472,1021.100173,28.05029828,6.629672222,12.70826806,1.354638889,9.259506944,5.835579269
2016-08-16T18,3.286990586,1021.265421,28.10815647,6.614209942,12.04244932,1.492801999,6.143828103,5.076132122
2016-08-16T19,3.305421148,1021.806269,28.68600028,6.69269713,11.51569546,1.603181945,4.370256339,4.484836181
2016-08-16T20,3.345860284,1022.05667,29.02009703,7.391577191,11.58412879,1.416069541,3.80162726,4.503301535
2016-08-16T21,3.354244051,1022.202313,29.18044065,8.154511006,11.48244135,1.114449707,3.980057119,4.414583005
2016-08-16T22,3.369276626,1022.399944,29.40771948,8.837361307,11.3782557,0.852466911,3.343403267,4.274711298
2016-08-16T23,3.377525234,1022.516013,29.53969286,9.327561667,11.3126025,0.785948398,3.047575843,4.163661674
2016-08-17T00,3.373207942,1022.449322,29.46249363,9.538807287,11.35704668,0.873931113,3.28371762,4.216386504
2016-08-17T01,3.374495901,1022.406689,29.42282513,9.437370329,11.42251506,1.004475739,2.656121026,4.287647674
2016-08-17T02,3.352925472,1021.288644,28.26910587,9.199344444,12.66225278,1.876827778,8.963125,6.104562017
2016-08-17T03,3.347354596,1020.968155,27.94196494,8.90422105,13.02332574,1.561718967,9.514051652,6.56512975
2016-08-17T04,3.352047917,1020.949405,27.93524856,8.734475,13.09144306,1.365419444,9.477368056,6.542774241
2016-08-17T05,3.352994194,1020.948459,27.93677446,8.681255556,13.10137278,1.341088889,10.798270833,6.514421134
2016-08-17T06,3.357231158,1021.470572,28.45876808,8.713201888,12.45871675,1.237414607,9.098528187,5.758005394
2016-08-17T07,3.332527111,1021.729151,28.65816751,8.808544444,11.8865675,1.345461111,6.476145833,4.965681765
2016-08-17T08,3.335754274,1022.191461,29.12738011,8.894392576,11.32495023,1.085539933,4.776947413,4.388761085
2016-08-17T09,3.347419245,1022.363575,29.32320911,9.184561453,11.21803378,0.973908601,3.496196424,4.17002774
2016-08-17T10,3.354195277,1022.32897,29.30133904,9.478803733,11.32808937,0.885831448,3.368898473,4.236307296
2016-08-17T11,3.355496875,1022.39987,29.37523635,9.524482955,11.25093977,0.781346591,3.755681818,4.155943589
2016-08-17T12,3.349747544,1022.283264,29.24711709,9.226501976,11.34235799,0.910446076,3.791106719,4.241020956
2016-08-17T13,3.351684523,1022.324635,29.29527718,8.712495021,11.30572916,1.317192034,3.65302276,4.18926696
2016-08-17T14,3.326203417,1021.638063,28.55734355,8.047402778,11.94025,2.207275,8.152479167,5.02262822
2016-08-17T15,3.32380897,1021.48575,28.40395323,7.391852263,12.11142794,2.060494307,9.088378228,5.335034505
2016-08-17T16,3.336157556,1021.959945,28.90486059,6.877080556,11.61285944,1.130113889,7.633423611,4.762044229
2016-08-17T17,3.341931528,1021.923391,28.88205678,6.611425,11.71339583,1.053966667,7.951611111,4.843152713
2016-08-17T18,3.337679422,1021.766965,28.71742174,6.528033879,11.87388142,1.217617329,7.228755901,5.12322622
2016-08-17T19,3.296376806,1021.517762,28.37967241,6.451580556,11.80116111,1.619888889,6.914284722,5.06563832
2016-08-17T20,3.340691639,1022.145011,29.10036402,6.7929,11.41921889,1.846272222,4.769736111,4.495517393
2016-08-17T21,3.349289743,1022.295812,29.26623551,7.632593953,11.31356259,1.576682679,4.043840068,4.334746156
2016-08-17T22,3.361001389,1022.450055,29.44242057,8.451893961,11.23418599,1.135613836,3.943946697,4.246809646
2016-08-17T23,3.374808466,1022.546452,29.56563264,9.109801136,11.24737386,0.872761364,3.710397727,4.222062202
2016-08-18T00,3.379555976,1022.584277,29.61182705,9.526584873,11.2470332,0.854188799,3.953890012,4.172468405
2016-08-18T01,3.370624521,1022.467083,29.47482953,9.544198342,11.310006,0.984418405,4.024214061,4.300945927
2016-08-18T02,3.377215803,1022.509551,29.53253611,9.32664401,11.31780091,1.176839422,3.014068253,4.267402443
2016-08-18T03,3.350350417,1021.541541,28.51206391,8.993685381,12.30389578,2.392957198,10.335811562,6.002469585
2016-08-18T04,3.35374425,1021.228012,28.21118243,8.694263889,12.74010167,1.678283333,11.376548611,6.517642936
2016-08-18T05,3.356030639,1021.260349,28.24875542,8.531236111,12.71835139,1.354980556,12.441180556,6.4150236
2016-08-18T06,3.352604999,1021.334336,28.31375333,8.511402388,12.58906831,1.428661483,12.601652319,6.232591476
2016-08-18T07,3.335744933,1021.949764,28.88774377,8.554320713,11.63399304,1.439103563,7.813035913,5.032350203
2016-08-18T08,3.290522922,1021.835056,28.67401202,8.588622421,11.34469046,1.273513664,5.406344116,4.511831687
2016-08-18T09,3.328939427,1022.307114,29.22903432,8.807497875,11.11073817,1.139926325,2.91214225,4.107578724
2016-08-18T10,3.328007526,1022.345408,29.26355025,9.271701221,11.05561403,0.913430844,2.799573985,4.042801121
2016-08-18T11,3.324367449,1022.419125,29.32918887,9.530091533,10.92857552,0.872714531,3.45965389,3.965990838
2016-08-18T12,3.324603062,1022.380779,29.2910452,9.510620887,10.97940029,0.900663805,3.71332618,3.980883432
2016-08-18T13,3.334851612,1022.446095,29.38037004,9.112912981,10.99299886,1.177794579,3.176248217,3.963874795
2016-08-18T14,3.320115245,1022.048147,28.95116159,8.537331469,11.35515748,1.632584615,7.137468531,4.542247528
2016-08-18T15,3.323642044,1021.802288,28.71593603,7.837447931,11.70134463,1.66370175,8.108088031,5.002515868
2016-08-18T16,3.327744194,1021.744721,28.67050013,7.18095,11.81135083,1.398825,7.845277778,5.226532398
2016-08-18T17,3.334431667,1021.718321,28.66089395,6.731927778,11.90691806,1.538030556,9.294090278,5.412828048
2016-08-18T18,3.342448042,1021.711592,28.67275139,6.517014718,11.99081811,1.596728686,9.82378506,5.53820084
2016-08-18T19,3.313941183,1021.885053,28.78449672,6.469620642,11.49332971,1.844225941,6.056778243,4.886095854
2016-08-18T20,3.309235487,1022.059759,28.94932416,6.442480425,11.22419994,1.457080537,4.788436801,4.391759226
2016-08-18T21,3.341781859,1022.306509,29.26346718,7.1118757,11.22539754,2.054157335,3.759770437,4.316462734
2016-08-18T22,3.349180053,1022.446537,29.41617538,7.979221663,11.12344688,1.461568511,4.074800237,4.236977734
2016-08-18T23,3.363683994,1022.545716,29.54297463,8.787932011,11.14088839,1.046133144,3.98,4.227763803
2016-08-19T00,3.370535514,1022.587054,29.59622183,9.402305714,11.15730943,0.863688571,3.96695,4.197479414
2016-08-19T01,3.368435923,1022.553149,29.55637791,9.663586712,11.18140456,0.937829392,4.231932714,4.240216636
2016-08-19T02,3.364820437,1022.492095,29.48787982,9.516204649,11.22313832,1.209821429,3.681356293,4.313584317
2016-08-19T03,3.366627227,1022.229924,29.23079382,9.177268919,11.57206925,1.970594806,5.930277855,4.868875054
2016-08-19T04,3.366308111,1021.776182,28.77901289,8.762569444,12.14622167,1.729675,9.488638889,5.805298897
2016-08-19T05,3.372953944,1021.808837,28.82744876,8.443175,12.16518861,1.475547222,8.409083333,5.746443136
2016-08-19T06,3.373805332,1021.818306,28.83928214,8.311538462,12.16025187,1.350333241,9.277978339,5.63459612
2016-08-19T07,3.369234,1021.964497,28.97472571,8.292161111,11.92932278,1.209041667,9.472686215,5.41123401
2016-08-19T08,3.333660998,1022.269588,29.20410279,8.326228046,11.20126708,1.688352384,5.035085029,4.458410799
2016-08-19T09,3.314347051,1022.276401,29.16944827,8.357579653,11.00701537,1.285458357,3.488010061,4.095592283
2016-08-19T10,3.340997471,1022.48775,29.43684973,8.785636415,10.9974254,1.200862602,2.588472886,4.018823737
2016-08-19T11,3.344865856,1022.591854,29.54798026,9.272578933,10.90582621,0.960849399,2.607544007,3.947723562
2016-08-19T12,3.347495376,1022.625301,29.58605986,9.544045672,10.8903744,0.862934875,3.183690443,3.9308145
2016-08-19T13,3.346891707,1022.57826,29.53761112,9.451335975,10.94329041,0.87086895,3.321943108,3.975197144
2016-08-19T14,3.346364108,1022.616023,29.57687767,8.998198375,10.88832978,1.248217988,2.809785654,3.930877093
2016-08-19T15,3.338710735,1022.320074,29.26509364,8.374679899,11.18644451,1.88244898,5.0167948,4.439585337
2016-08-19T16,3.335080194,1021.876221,28.81507853,7.703669444,11.71465028,1.797005556,7.891486111,5.3152697
2016-08-19T17,3.347358778,1021.888729,28.85700243,7.095211111,11.81229444,1.252827778,7.167604167,5.506056821
2016-08-19T18,3.3499895,1021.849247,28.8251036,6.725602778,11.88611139,1.294483333,9.554930556,5.63392276
2016-08-19T19,3.354128516,1022.053796,29.03949924,6.611065848,11.66343945,1.088203125,16.98951005,5.329869097
2016-08-19T20,3.319955816,1022.144411,29.0566387,6.570870293,11.21961255,1.812270572,4.988730823,4.519292688
